step,t,k,x,y,z,vx,vy,vz
10,0.500000000,2,0.277843595,-0.071206711,1.105135083,0.902660787,-0.404305845,-0.078429252
10,0.500000000,3,0.294972271,-0.081331678,1.103611469,0.801743805,-0.632186890,-0.073941126
10,0.500000000,4,0.309602469,-0.097480915,1.102292180,0.654148459,-1.007735014,-0.057996333
10,0.500000000,5,0.320896119,-0.122577615,1.101295352,0.469983757,-1.523971915,-0.041696254
10,0.500000000,6,0.328235507,-0.159208134,1.100617886,0.260634989,-2.155957460,-0.026053818
10,0.500000000,7,0.331228822,-0.209358394,1.100226998,0.037175786,-2.869883060,-0.013040056
10,0.500000000,8,0.329696298,-0.274303138,1.100065589,-0.190373093,-3.629250288,-0.003099001
10,0.500000000,9,0.323644131,-0.354592085,1.100072622,-0.413485765,-4.398504257,0.003804582
10,0.500000000,10,0.313232780,-0.450090677,1.100190997,-0.625256717,-5.145025730,0.008041317
10,0.500000000,11,0.298745602,-0.560050130,1.100385189,-0.820240140,-5.840082169,0.011373425
10,0.500000000,12,0.280564219,-0.683188021,1.100633740,-0.993987441,-6.459063530,0.013482081
10,0.500000000,13,0.259152025,-0.817771733,1.100915909,-1.142744303,-6.981576443,0.014728563
10,0.500000000,14,0.235040724,-0.961702406,1.101215720,-1.263433218,-7.391335011,0.015253780
10,0.500000000,15,0.208817080,-1.112594724,1.101520181,-1.353617191,-7.675964832,0.015193000
10,0.500000000,16,0.181110665,-1.267853022,1.101818800,-1.411436796,-7.826760769,0.014670235
10,0.500000000,17,0.152583092,-1.424742341,1.102103472,-1.435545802,-7.838425636,0.013797042
10,0.500000000,18,0.123918191,-1.580453277,1.102368236,-1.425049186,-7.708818913,0.012672449
10,0.500000000,19,0.095813692,-1.732163787,1.102608800,-1.379454255,-7.438759804,0.011383096
10,0.500000000,20,0.068973303,-1.877096772,1.102822661,-1.298651814,-7.031928539,0.010003349
10,0.500000000,21,0.044098757,-2.012578011,1.103008628,-1.182967067,-6.494978428,0.008595335
10,0.500000000,22,0.021879490,-2.136099815,1.103166699,-1.033358216,-5.838037491,0.007208936
10,0.500000000,23,0.002975673,-2.245401621,1.103303909,-0.851908445,-5.076007366,0.006514254
10,0.500000000,24,-0.012014162,-2.338590622,1.103435636,-0.643038213,-4.231479168,0.006655768
11,0.550000000,0,0.287550718,-0.073416822,1.108145356,0.932821572,-0.314119011,0.027715972
11,0.550000000,1,0.305911958,-0.079801910,1.107795119,0.897424042,-0.324673712,-0.062722340
11,0.550000000,2,0.323065549,-0.086516313,1.106339574,0.806830645,-0.354248732,-0.082830824
11,0.550000000,3,0.337759107,-0.094482228,1.104790688,0.653125525,-0.459652811,-0.072055973
11,0.550000000,4,0.348901510,-0.105713025,1.103490114,0.455812931,-0.685958326,-0.058005631
11,0.550000000,5,0.355862290,-0.122834899,1.102459550,0.238695845,-1.049242616,-0.045053616
11,0.550000000,6,0.358448863,-0.148540750,1.101707101,0.021183340,-1.541457295,-0.030193344
11,0.550000000,7,0.356800407,-0.185192123,1.101212502,-0.182877600,-2.138998508,-0.019258587
11,0.550000000,8,0.351286411,-0.234592244,1.100908756,-0.364115924,-2.810784340,-0.011123117
11,0.550000000,9,0.342426479,-0.297892332,1.100760341,-0.516740084,-3.523319960,-0.003725246
